日期,代碼,名稱,大戶,淨超,區間均價,現價,乖離率,20日高,10日均,5日均量,今日高,今日量,進場價,停損價,停利1,停利2,移動停損,每張風險NT$,每張獲利NT$,風報比,突破20日高,放量1.5倍,流動性足夠,站上10均,大盤站月線,綜合判斷
20260825,0050,元大台灣50,摩根士丹利 (大摩總部),-13636,0.0,104.4,0.0%,107.5,104.94,54336474,104.4,60933593,108.58,99.89,130.3,146.58,104.94,8690,21720,2.5,❌,❌,✅,❌,✅,觀察
20260825,0056,元大高股息,美商高盛,-2030,0.0,52.55,0.0%,54.0,52.61,21913360,52.55,20490423,54.54,50.18,65.45,73.63,52.61,4360,10910,2.5,❌,❌,✅,❌,✅,觀察
20260825,1101,台泥,美商高盛,-6159,0.0,24.6,0.0%,25.7,24.41,33777778,24.85,26463584,25.96,23.88,31.15,35.05,24.41,2080,5190,2.5,❌,❌,✅,✅,✅,觀察
20260825,1102,亞泥,新加坡商瑞銀,7430,34.64,34.9,0.75%,35.15,33.76,13761573,35.1,8901098,35.5,32.66,42.6,47.93,33.76,2840,7100,2.5,❌,❌,✅,✅,✅,觀察
20260825,1102,亞泥,美商美林,9639,34.51,34.9,1.13%,35.15,33.76,13761573,35.1,8901098,35.5,32.66,42.6,47.93,33.76,2840,7100,2.5,❌,❌,✅,✅,✅,觀察
20260825,1102,亞泥,摩根大通 (小摩總部),-1121,0.0,34.9,0.0%,35.15,33.76,13761573,35.1,8901098,35.5,32.66,42.6,47.93,33.76,2840,7100,2.5,❌,❌,✅,✅,✅,觀察
20260825,1102,亞泥,摩根士丹利 (大摩總部),12183,34.66,34.9,0.69%,35.15,33.76,13761573,35.1,8901098,35.5,32.66,42.6,47.93,33.76,2840,7100,2.5,❌,❌,✅,✅,✅,觀察
20260825,1216,統一,美商美林,16581,77.62,77.9,0.36%,78.6,76.83,15306456,78.5,13126605,79.39,73.04,95.27,107.18,76.83,6350,15880,2.5,❌,❌,✅,✅,✅,觀察
20260825,1216,統一,花旗環球,2041,77.3,77.9,0.78%,78.6,76.83,15306456,78.5,13126605,79.39,73.04,95.27,107.18,76.83,6350,15880,2.5,❌,❌,✅,✅,✅,觀察
20260825,1216,統一,港商麥格理,2748,77.64,77.9,0.33%,78.6,76.83,15306456,78.5,13126605,79.39,73.04,95.27,107.18,76.83,6350,15880,2.5,❌,❌,✅,✅,✅,觀察
20260825,1216,統一,香港上海匯豐,633,76.86,77.9,1.35%,78.6,76.83,15306456,78.5,13126605,79.39,73.04,95.27,107.18,76.83,6350,15880,2.5,❌,❌,✅,✅,✅,觀察
20260825,1216,統一,摩根士丹利 (大摩總部),13258,77.53,77.9,0.48%,78.6,76.83,15306456,78.5,13126605,79.39,73.04,95.27,107.18,76.83,6350,15880,2.5,❌,❌,✅,✅,✅,觀察
20260825,1301,台塑,美商美林,-8886,0.0,57.8,0.0%,61.8,58.05,23530079,58.5,18953450,62.42,57.43,74.9,84.27,58.05,4990,12480,2.5,❌,❌,✅,❌,✅,觀察
20260825,1301,台塑,摩根大通 (小摩總部),2550,56.96,57.8,1.47%,61.8,58.05,23530079,58.5,18953450,62.42,57.43,74.9,84.27,58.05,4990,12480,2.5,❌,❌,✅,❌,✅,觀察
20260825,1301,台塑,摩根士丹利 (大摩總部),-12276,0.0,57.8,0.0%,61.8,58.05,23530079,58.5,18953450,62.42,57.43,74.9,84.27,58.05,4990,12480,2.5,❌,❌,✅,❌,✅,觀察
20260825,1303,南亞,新加坡商瑞銀,-3368,0.0,188.5,0.0%,215.0,192.0,65675894,189.5,60869986,217.15,199.78,260.58,293.15,192.0,17370,43430,2.5,❌,❌,✅,❌,✅,觀察
20260825,1303,南亞,美商美林,-9199,0.0,188.5,0.0%,215.0,192.0,65675894,189.5,60869986,217.15,199.78,260.58,293.15,192.0,17370,43430,2.5,❌,❌,✅,❌,✅,觀察
20260825,1303,南亞,花旗環球,-911,0.0,188.5,0.0%,215.0,192.0,65675894,189.5,60869986,217.15,199.78,260.58,293.15,192.0,17370,43430,2.5,❌,❌,✅,❌,✅,觀察
20260825,1303,南亞,港商麥格理,-3838,0.0,188.5,0.0%,215.0,192.0,65675894,189.5,60869986,217.15,199.78,260.58,293.15,192.0,17370,43430,2.5,❌,❌,✅,❌,✅,觀察
20260825,1303,南亞,摩根大通 (小摩總部),-2754,0.0,188.5,0.0%,215.0,192.0,65675894,189.5,60869986,217.15,199.78,260.58,293.15,192.0,17370,43430,2.5,❌,❌,✅,❌,✅,觀察
20260825,1303,南亞,摩根士丹利 (大摩總部),-3274,0.0,188.5,0.0%,215.0,192.0,65675894,189.5,60869986,217.15,199.78,260.58,293.15,192.0,17370,43430,2.5,❌,❌,✅,❌,✅,觀察
20260825,1326,台化,花旗環球,-809,0.0,58.0,0.0%,62.0,58.86,22647567,58.3,10492495,62.62,57.61,75.14,84.54,58.86,5010,12520,2.5,❌,❌,✅,❌,✅,觀察
20260825,1326,台化,香港上海匯豐,261,58.52,58.0,-0.89%,62.0,58.86,22647567,58.3,10492495,62.62,57.61,75.14,84.54,58.86,5010,12520,2.5,❌,❌,✅,❌,✅,觀察
20260825,1402,遠東新,美商美林,6594,29.0,29.0,0.0%,30.65,28.3,25976672,29.75,12717449,30.96,28.48,37.15,41.8,28.3,2480,6190,2.5,❌,❌,✅,✅,✅,觀察
20260825,1402,遠東新,摩根士丹利 (大摩總部),13850,29.2,29.0,-0.68%,30.65,28.3,25976672,29.75,12717449,30.96,28.48,37.15,41.8,28.3,2480,6190,2.5,❌,❌,✅,✅,✅,觀察
20260825,1476,儒鴻,花旗環球,-202,0.0,319.0,0.0%,368.0,318.05,1276878,319.5,841992,371.68,341.95,446.02,501.77,318.05,29730,74340,2.5,❌,❌,✅,✅,✅,觀察
20260825,1476,儒鴻,摩根大通 (小摩總部),156,319.42,319.0,-0.13%,368.0,318.05,1276878,319.5,841992,371.68,341.95,446.02,501.77,318.05,29730,74340,2.5,❌,❌,✅,✅,✅,觀察
20260825,1477,聚陽,香港上海匯豐,-212,0.0,201.0,0.0%,223.18,203.89,2059494,202.5,1549317,225.42,207.39,270.5,304.32,203.89,18030,45080,2.5,❌,❌,✅,❌,✅,觀察
20260825,1504,東元,美商高盛,3331,72.56,70.8,-2.43%,75.5,71.05,11494819,71.0,6202520,76.25,70.15,91.5,102.94,71.05,6100,15250,2.5,❌,❌,✅,❌,✅,觀察
20260825,1513,中興電,花旗環球,569,163.91,165.5,0.97%,177.0,167.0,1890512,165.5,1805795,178.77,164.47,214.52,241.34,167.0,14300,35750,2.5,❌,❌,✅,❌,✅,觀察
20260825,1590,亞德客-KY,摩根大通 (小摩總部),-237,0.0,1460.0,0.0%,1615.0,1467.5,662138,1465.0,332491,1631.15,1500.66,1957.38,2202.05,1467.5,130490,326230,2.5,❌,❌,✅,❌,✅,觀察
20260825,1707,葡萄王,摩根大通 (小摩總部),-535,0.0,90.1,0.0%,91.9,89.83,432866,90.9,514266,92.82,85.39,111.38,125.31,89.83,7430,18560,2.5,❌,❌,❌,✅,✅,觀察
20260825,1802,台玻,摩根士丹利 (大摩總部),3446,57.78,58.0,0.38%,61.3,57.5,32917177,58.0,20573905,61.91,56.96,74.29,83.58,57.5,4950,12380,2.5,❌,❌,✅,✅,✅,觀察
20260825,1815,富喬,美商美林,7944,108.42,109.0,0.53%,115.5,99.67,79932749,109.0,36897066,116.66,107.33,139.99,157.49,99.67,9330,23330,2.5,❌,❌,✅,✅,✅,觀察
20260825,1815,富喬,港商麥格理,2111,108.37,109.0,0.58%,115.5,99.67,79932749,109.0,36897066,116.66,107.33,139.99,157.49,99.67,9330,23330,2.5,❌,❌,✅,✅,✅,觀察
20260825,1815,富喬,美商高盛,12069,107.04,109.0,1.83%,115.5,99.67,79932749,109.0,36897066,116.66,107.33,139.99,157.49,99.67,9330,23330,2.5,❌,❌,✅,✅,✅,觀察
20260825,1815,富喬,摩根士丹利 (大摩總部),9131,110.66,109.0,-1.5%,115.5,99.67,79932749,109.0,36897066,116.66,107.33,139.99,157.49,99.67,9330,23330,2.5,❌,❌,✅,✅,✅,觀察
20260825,2002,中鋼,新加坡商瑞銀,13338,19.44,19.05,-2.01%,19.9,19.18,34125496,19.3,22756995,20.1,18.49,24.12,27.14,19.18,1610,4020,2.5,❌,❌,✅,❌,✅,觀察
20260825,2006,東和鋼鐵,摩根大通 (小摩總部),473,82.01,82.0,-0.01%,89.2,82.03,1485587,83.5,908590,90.09,82.88,108.11,121.62,82.03,7210,18020,2.5,❌,❌,✅,❌,✅,觀察
20260825,2027,大成鋼,美商美林,5815,50.63,50.6,-0.06%,52.3,49.69,13361019,51.4,7966041,52.82,48.59,63.38,71.31,49.69,4230,10560,2.5,❌,❌,✅,✅,✅,觀察
20260825,2027,大成鋼,摩根大通 (小摩總部),3015,50.56,50.6,0.08%,52.3,49.69,13361019,51.4,7966041,52.82,48.59,63.38,71.31,49.69,4230,10560,2.5,❌,❌,✅,✅,✅,觀察
20260825,2027,大成鋼,香港上海匯豐,426,50.3,50.6,0.6%,52.3,49.69,13361019,51.4,7966041,52.82,48.59,63.38,71.31,49.69,4230,10560,2.5,❌,❌,✅,✅,✅,觀察
20260825,2049,上銀,摩根大通 (小摩總部),253,362.42,345.5,-4.67%,404.5,364.45,5807272,346.0,2756826,408.55,375.87,490.26,551.54,364.45,32680,81710,2.5,❌,❌,✅,❌,✅,觀察
20260825,2301,光寶科,新加坡商瑞銀,-986,0.0,296.0,0.0%,296.0,270.53,40489473,296.0,73754102,298.96,275.04,358.75,403.6,270.53,23920,59790,2.5,❌,✅,✅,✅,✅,觀察
20260825,2301,光寶科,花旗環球,-361,0.0,296.0,0.0%,296.0,270.53,40489473,296.0,73754102,298.96,275.04,358.75,403.6,270.53,23920,59790,2.5,❌,✅,✅,✅,✅,觀察
20260825,2301,光寶科,港商麥格理,1192,283.77,296.0,4.31%,296.0,270.53,40489473,296.0,73754102,298.96,275.04,358.75,403.6,270.53,23920,59790,2.5,❌,✅,✅,✅,✅,觀察
20260825,2301,光寶科,摩根士丹利 (大摩總部),-2290,0.0,296.0,0.0%,296.0,270.53,40489473,296.0,73754102,298.96,275.04,358.75,403.6,270.53,23920,59790,2.5,❌,✅,✅,✅,✅,觀察
20260825,2303,聯電,新加坡商瑞銀,15022,118.67,125.0,5.33%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2303,聯電,美商美林,11162,113.28,125.0,10.35%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2303,聯電,花旗環球,2376,101.83,125.0,22.75%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2303,聯電,港商麥格理,1798,114.32,125.0,9.34%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2303,聯電,摩根大通 (小摩總部),3041,114.7,125.0,8.98%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2303,聯電,香港上海匯豐,-1416,0.0,125.0,0.0%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2303,聯電,摩根士丹利 (大摩總部),6290,112.84,125.0,10.78%,130.5,120.5,117036585,125.5,124820765,131.81,121.27,158.17,177.94,120.5,10540,26360,2.5,❌,❌,✅,✅,✅,觀察
20260825,2308,台達電,新加坡商瑞銀,-2275,0.0,1710.0,0.0%,2005.0,1797.0,7843477,1715.0,10492543,2025.05,1863.05,2430.06,2733.82,1797.0,162000,405010,2.5,❌,❌,✅,❌,✅,觀察
20260825,2308,台達電,花旗環球,1043,1752.55,1710.0,-2.43%,2005.0,1797.0,7843477,1715.0,10492543,2025.05,1863.05,2430.06,2733.82,1797.0,162000,405010,2.5,❌,❌,✅,❌,✅,觀察
20260825,2308,台達電,港商麥格理,532,1752.3,1710.0,-2.41%,2005.0,1797.0,7843477,1715.0,10492543,2025.05,1863.05,2430.06,2733.82,1797.0,162000,405010,2.5,❌,❌,✅,❌,✅,觀察
20260825,2308,台達電,摩根大通 (小摩總部),-473,0.0,1710.0,0.0%,2005.0,1797.0,7843477,1715.0,10492543,2025.05,1863.05,2430.06,2733.82,1797.0,162000,405010,2.5,❌,❌,✅,❌,✅,觀察
20260825,2308,台達電,美商高盛,-2136,0.0,1710.0,0.0%,2005.0,1797.0,7843477,1715.0,10492543,2025.05,1863.05,2430.06,2733.82,1797.0,162000,405010,2.5,❌,❌,✅,❌,✅,觀察
20260825,2313,華通,新加坡商瑞銀,-1557,0.0,217.5,0.0%,225.0,212.7,20645240,218.0,18185135,227.25,209.07,272.7,306.79,212.7,18180,45450,2.5,❌,❌,✅,✅,✅,觀察
20260825,2313,華通,花旗環球,3963,215.99,217.5,0.7%,225.0,212.7,20645240,218.0,18185135,227.25,209.07,272.7,306.79,212.7,18180,45450,2.5,❌,❌,✅,✅,✅,觀察
20260825,2313,華通,港商麥格理,-1227,0.0,217.5,0.0%,225.0,212.7,20645240,218.0,18185135,227.25,209.07,272.7,306.79,212.7,18180,45450,2.5,❌,❌,✅,✅,✅,觀察
20260825,2313,華通,美商高盛,4534,218.24,217.5,-0.34%,225.0,212.7,20645240,218.0,18185135,227.25,209.07,272.7,306.79,212.7,18180,45450,2.5,❌,❌,✅,✅,✅,觀察
20260825,2317,鴻海,新加坡商瑞銀,-3574,0.0,243.0,0.0%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,美商美林,-2099,0.0,243.0,0.0%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,花旗環球,3255,245.34,243.0,-0.95%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,港商麥格理,-619,0.0,243.0,0.0%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,摩根大通 (小摩總部),1812,245.55,243.0,-1.04%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,香港上海匯豐,872,246.11,243.0,-1.26%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,美商高盛,-4560,0.0,243.0,0.0%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2317,鴻海,摩根士丹利 (大摩總部),-14938,0.0,243.0,0.0%,274.5,251.9,28785758,243.5,36763085,277.25,255.07,332.7,374.29,251.9,22180,55450,2.5,❌,❌,✅,❌,✅,觀察
20260825,2324,仁寶,新加坡商瑞銀,-5645,0.0,40.8,0.0%,44.95,40.38,86841609,41.85,96561107,45.4,41.77,54.48,61.29,40.38,3630,9080,2.5,❌,❌,✅,✅,✅,觀察
20260825,2324,仁寶,美商美林,-18582,0.0,40.8,0.0%,44.95,40.38,86841609,41.85,96561107,45.4,41.77,54.48,61.29,40.38,3630,9080,2.5,❌,❌,✅,✅,✅,觀察
20260825,2324,仁寶,港商麥格理,4898,39.16,40.8,4.19%,44.95,40.38,86841609,41.85,96561107,45.4,41.77,54.48,61.29,40.38,3630,9080,2.5,❌,❌,✅,✅,✅,觀察
20260825,2324,仁寶,香港上海匯豐,2476,41.69,40.8,-2.13%,44.95,40.38,86841609,41.85,96561107,45.4,41.77,54.48,61.29,40.38,3630,9080,2.5,❌,❌,✅,✅,✅,觀察
20260825,2324,仁寶,摩根士丹利 (大摩總部),-15250,0.0,40.8,0.0%,44.95,40.38,86841609,41.85,96561107,45.4,41.77,54.48,61.29,40.38,3630,9080,2.5,❌,❌,✅,✅,✅,觀察
20260825,2327,國巨*,美商美林,-3031,0.0,544.0,0.0%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2327,國巨*,花旗環球,-1673,0.0,544.0,0.0%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2327,國巨*,港商麥格理,777,516.34,544.0,5.36%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2327,國巨*,摩根大通 (小摩總部),325,564.26,544.0,-3.59%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2327,國巨*,香港上海匯豐,147,598.5,544.0,-9.11%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2327,國巨*,美商高盛,-773,0.0,544.0,0.0%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2327,國巨*,摩根士丹利 (大摩總部),-2961,0.0,544.0,0.0%,668.0,585.7,34498129,548.0,34517836,674.68,620.71,809.62,910.82,585.7,53970,134940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2330,台積電,美商美林,-2839,0.0,2400.0,0.0%,2445.0,2393.5,15030488,2400.0,13467025,2469.45,2271.89,2963.34,3333.76,2393.5,197560,493890,2.5,❌,❌,✅,✅,✅,觀察
20260825,2330,台積電,花旗環球,-1611,0.0,2400.0,0.0%,2445.0,2393.5,15030488,2400.0,13467025,2469.45,2271.89,2963.34,3333.76,2393.5,197560,493890,2.5,❌,❌,✅,✅,✅,觀察
20260825,2330,台積電,港商麥格理,725,2381.05,2400.0,0.8%,2445.0,2393.5,15030488,2400.0,13467025,2469.45,2271.89,2963.34,3333.76,2393.5,197560,493890,2.5,❌,❌,✅,✅,✅,觀察
20260825,2330,台積電,摩根大通 (小摩總部),3305,2387.81,2400.0,0.51%,2445.0,2393.5,15030488,2400.0,13467025,2469.45,2271.89,2963.34,3333.76,2393.5,197560,493890,2.5,❌,❌,✅,✅,✅,觀察
20260825,2330,台積電,香港上海匯豐,168,2502.92,2400.0,-4.11%,2445.0,2393.5,15030488,2400.0,13467025,2469.45,2271.89,2963.34,3333.76,2393.5,197560,493890,2.5,❌,❌,✅,✅,✅,觀察
20260825,2330,台積電,美商高盛,-989,0.0,2400.0,0.0%,2445.0,2393.5,15030488,2400.0,13467025,2469.45,2271.89,2963.34,3333.76,2393.5,197560,493890,2.5,❌,❌,✅,✅,✅,觀察
20260825,2337,旺宏,新加坡商瑞銀,-2328,0.0,122.0,0.0%,144.5,127.1,40138165,122.5,33438260,145.94,134.26,175.13,197.02,127.1,11680,29190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2337,旺宏,摩根大通 (小摩總部),-922,0.0,122.0,0.0%,144.5,127.1,40138165,122.5,33438260,145.94,134.26,175.13,197.02,127.1,11680,29190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2337,旺宏,香港上海匯豐,-286,0.0,122.0,0.0%,144.5,127.1,40138165,122.5,33438260,145.94,134.26,175.13,197.02,127.1,11680,29190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2337,旺宏,美商高盛,1964,123.43,122.0,-1.16%,144.5,127.1,40138165,122.5,33438260,145.94,134.26,175.13,197.02,127.1,11680,29190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2337,旺宏,摩根士丹利 (大摩總部),-3566,0.0,122.0,0.0%,144.5,127.1,40138165,122.5,33438260,145.94,134.26,175.13,197.02,127.1,11680,29190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2344,華邦電,新加坡商瑞銀,14743,177.66,179.0,0.75%,193.0,177.7,112303930,179.0,92761189,194.93,179.34,233.92,263.16,177.7,15590,38990,2.5,❌,❌,✅,✅,✅,觀察
20260825,2344,華邦電,花旗環球,-533,0.0,179.0,0.0%,193.0,177.7,112303930,179.0,92761189,194.93,179.34,233.92,263.16,177.7,15590,38990,2.5,❌,❌,✅,✅,✅,觀察
20260825,2344,華邦電,港商麥格理,-2233,0.0,179.0,0.0%,193.0,177.7,112303930,179.0,92761189,194.93,179.34,233.92,263.16,177.7,15590,38990,2.5,❌,❌,✅,✅,✅,觀察
20260825,2344,華邦電,摩根大通 (小摩總部),521,175.21,179.0,2.16%,193.0,177.7,112303930,179.0,92761189,194.93,179.34,233.92,263.16,177.7,15590,38990,2.5,❌,❌,✅,✅,✅,觀察
20260825,2344,華邦電,香港上海匯豐,-149,0.0,179.0,0.0%,193.0,177.7,112303930,179.0,92761189,194.93,179.34,233.92,263.16,177.7,15590,38990,2.5,❌,❌,✅,✅,✅,觀察
20260825,2344,華邦電,美商高盛,-636,0.0,179.0,0.0%,193.0,177.7,112303930,179.0,92761189,194.93,179.34,233.92,263.16,177.7,15590,38990,2.5,❌,❌,✅,✅,✅,觀察
20260825,2345,智邦,花旗環球,-264,0.0,2030.0,0.0%,2595.0,2166.5,2634259,2080.0,2770379,2620.95,2411.27,3145.14,3538.28,2166.5,209680,524190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2345,智邦,摩根大通 (小摩總部),-223,0.0,2030.0,0.0%,2595.0,2166.5,2634259,2080.0,2770379,2620.95,2411.27,3145.14,3538.28,2166.5,209680,524190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2345,智邦,香港上海匯豐,203,2108.68,2030.0,-3.73%,2595.0,2166.5,2634259,2080.0,2770379,2620.95,2411.27,3145.14,3538.28,2166.5,209680,524190,2.5,❌,❌,✅,❌,✅,觀察
20260825,2347,聯強,新加坡商瑞銀,2340,86.55,86.7,0.17%,98.3,88.46,2553832,87.9,2229656,99.28,91.34,119.14,134.03,88.46,7940,19860,2.5,❌,❌,✅,❌,✅,觀察
20260825,2347,聯強,摩根大通 (小摩總部),-1538,0.0,86.7,0.0%,98.3,88.46,2553832,87.9,2229656,99.28,91.34,119.14,134.03,88.46,7940,19860,2.5,❌,❌,✅,❌,✅,觀察
20260825,2351,順德,新加坡商瑞銀,992,201.7,199.5,-1.09%,201.0,181.35,5986551,200.5,5331934,203.01,186.77,243.61,274.06,181.35,16240,40600,2.5,❌,❌,✅,✅,✅,觀察
20260825,2356,英業達,美商美林,-5005,0.0,65.4,0.0%,73.5,66.62,12901702,65.9,11634922,74.23,68.29,89.08,100.21,66.62,5940,14850,2.5,❌,❌,✅,❌,✅,觀察
20260825,2356,英業達,花旗環球,5124,65.05,65.4,0.54%,73.5,66.62,12901702,65.9,11634922,74.23,68.29,89.08,100.21,66.62,5940,14850,2.5,❌,❌,✅,❌,✅,觀察
20260825,2356,英業達,摩根大通 (小摩總部),-643,0.0,65.4,0.0%,73.5,66.62,12901702,65.9,11634922,74.23,68.29,89.08,100.21,66.62,5940,14850,2.5,❌,❌,✅,❌,✅,觀察
20260825,2357,華碩,摩根大通 (小摩總部),327,917.22,925.0,0.85%,1025.0,924.0,2240004,925.0,1973521,1035.25,952.43,1242.3,1397.59,924.0,82820,207050,2.5,❌,❌,✅,✅,✅,觀察
20260825,2359,所羅門,新加坡商瑞銀,-980,0.0,145.0,0.0%,183.0,157.15,12671428,145.5,5186539,184.83,170.04,221.8,249.52,157.15,14790,36970,2.5,❌,❌,✅,❌,✅,觀察
20260825,2359,所羅門,美商美林,-1954,0.0,145.0,0.0%,183.0,157.15,12671428,145.5,5186539,184.83,170.04,221.8,249.52,157.15,14790,36970,2.5,❌,❌,✅,❌,✅,觀察
20260825,2368,金像電,摩根大通 (小摩總部),-213,0.0,971.0,0.0%,1110.0,1005.4,6876287,974.0,5315936,1121.1,1031.41,1345.32,1513.48,1005.4,89690,224220,2.5,❌,❌,✅,❌,✅,觀察
20260825,2376,技嘉,新加坡商瑞銀,-1008,0.0,347.5,0.0%,402.0,359.3,4318936,349.5,3195357,406.02,373.54,487.22,548.13,359.3,32480,81200,2.5,❌,❌,✅,❌,✅,觀察
20260825,2376,技嘉,摩根大通 (小摩總部),533,346.67,347.5,0.24%,402.0,359.3,4318936,349.5,3195357,406.02,373.54,487.22,548.13,359.3,32480,81200,2.5,❌,❌,✅,❌,✅,觀察
20260825,2376,技嘉,香港上海匯豐,187,348.56,347.5,-0.3%,402.0,359.3,4318936,349.5,3195357,406.02,373.54,487.22,548.13,359.3,32480,81200,2.5,❌,❌,✅,❌,✅,觀察
20260825,2376,技嘉,摩根士丹利 (大摩總部),-2977,0.0,347.5,0.0%,402.0,359.3,4318936,349.5,3195357,406.02,373.54,487.22,548.13,359.3,32480,81200,2.5,❌,❌,✅,❌,✅,觀察
20260825,2377,微星,新加坡商瑞銀,-2974,0.0,144.0,0.0%,168.53,148.26,8935818,144.0,3685399,170.21,156.59,204.25,229.78,148.26,13620,34040,2.5,❌,❌,✅,❌,✅,觀察
20260825,2377,微星,花旗環球,-722,0.0,144.0,0.0%,168.53,148.26,8935818,144.0,3685399,170.21,156.59,204.25,229.78,148.26,13620,34040,2.5,❌,❌,✅,❌,✅,觀察
20260825,2377,微星,港商麥格理,-1637,0.0,144.0,0.0%,168.53,148.26,8935818,144.0,3685399,170.21,156.59,204.25,229.78,148.26,13620,34040,2.5,❌,❌,✅,❌,✅,觀察
20260825,2379,瑞昱,摩根大通 (小摩總部),317,721.79,730.0,1.14%,780.0,727.0,2648337,730.0,1801641,787.8,724.78,945.36,1063.53,727.0,63020,157560,2.5,❌,❌,✅,✅,✅,觀察
20260825,2382,廣達,花旗環球,-2013,0.0,328.5,0.0%,339.0,327.15,10044756,328.5,7874685,342.39,315.0,410.87,462.23,327.15,27390,68480,2.5,❌,❌,✅,✅,✅,觀察
20260825,2382,廣達,港商麥格理,446,323.17,328.5,1.65%,339.0,327.15,10044756,328.5,7874685,342.39,315.0,410.87,462.23,327.15,27390,68480,2.5,❌,❌,✅,✅,✅,觀察
20260825,2382,廣達,摩根大通 (小摩總部),3560,326.15,328.5,0.72%,339.0,327.15,10044756,328.5,7874685,342.39,315.0,410.87,462.23,327.15,27390,68480,2.5,❌,❌,✅,✅,✅,觀察
20260825,2382,廣達,美商高盛,1445,322.38,328.5,1.9%,339.0,327.15,10044756,328.5,7874685,342.39,315.0,410.87,462.23,327.15,27390,68480,2.5,❌,❌,✅,✅,✅,觀察
20260825,2382,廣達,摩根士丹利 (大摩總部),-3701,0.0,328.5,0.0%,339.0,327.15,10044756,328.5,7874685,342.39,315.0,410.87,462.23,327.15,27390,68480,2.5,❌,❌,✅,✅,✅,觀察
20260825,2383,台光電,摩根大通 (小摩總部),-339,0.0,5595.0,0.0%,6470.0,5871.0,2168273,5605.0,1866530,6534.7,6011.92,7841.64,8821.85,5871.0,522780,1306940,2.5,❌,❌,✅,❌,✅,觀察
20260825,2385,群光,摩根大通 (小摩總部),327,106.98,106.0,-0.92%,108.0,106.05,1569007,106.5,1681326,109.08,100.35,130.9,147.26,106.05,8730,21820,2.5,❌,❌,✅,❌,✅,觀察
20260825,2385,群光,美商高盛,1377,105.89,106.0,0.1%,108.0,106.05,1569007,106.5,1681326,109.08,100.35,130.9,147.26,106.05,8730,21820,2.5,❌,❌,✅,❌,✅,觀察
